Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
217,Giovani Lo Celso\Giovani-Lo-Celso,ar ARG,MFFW,Tottenham,25-180,1996,1.3,0,5,0,0.0,3.95,0.00,0.00,,15.5,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
218,Ruben Loftus-Cheek\Ruben-Loftus-Cheek,eng ENG,MF,Chelsea,25-256,1996,1.1,0,2,0,0.0,1.86,0.00,0.00,,13.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
219,Shane Long\Shane-Long,ie IRL,MF,Southampton,34-257,1987,0.2,0,1,0,0.0,5.29,0.00,0.00,,7.0,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matches
220,Sean Longstaff\Sean-Longstaff,eng ENG,MF,Newcastle Utd,23-341,1997,5.6,1,9,2,22.2,1.61,0.36,0.11,0.50,24.0,1,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
221,Ademola Lookman\Ademola-Lookman,eng ENG,FWMF,Leicester City,23-351,1997,2.4,0,7,2,28.6,2.88,0.82,0.00,0.00,15.4,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
222,Imran Louza\Imran-Louza,fr FRA,MF,Watford,22-158,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
223,Matthew Lowton\Matthew-Lowton,eng ENG,DF,Burnley,32-119,1989,7.0,0,3,0,0.0,0.43,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
224,Douglas Luiz\Douglas-Luiz,br BRA,MF,Aston Villa,23-150,1998,5.8,0,5,0,0.0,0.86,0.00,0.00,,24.7,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
225,Romelu Lukaku\Romelu-Lukaku,be BEL,FW,Chelsea,28-146,1993,6.0,3,17,5,29.4,2.83,0.83,0.18,0.60,12.1,0,0,0,3.1,3.1,0.18,-0.1,-0.1,Matches
226,Alexis Mac Allister\Alexis-Mac-Allister,ar ARG,FWMF,Brighton,22-286,1998,2.1,1,7,1,14.3,3.32,0.47,0.14,1.00,17.2,0,0,0,0.8,0.8,0.11,+0.2,+0.2,Matches
227,James Maddison\James-Maddison,eng ENG,MFFW,Leicester City,24-317,1996,4.2,0,5,1,20.0,1.20,0.24,0.00,0.00,16.6,0,0,0,0.5,0.5,0.10,-0.5,-0.5,Matches
228,Harry Maguire\Harry-Maguire,eng ENG,DF,Manchester Utd,28-215,1993,5.7,0,6,2,33.3,1.05,0.35,0.00,0.00,10.2,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
229,Riyad Mahrez\Riyad-Mahrez,dz ALG,FW,Manchester City,30-227,1991,1.8,1,7,2,28.6,3.99,1.14,0.14,0.50,16.5,1,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches
230,Ainsley Maitland-Niles\Ainsley-Maitland-Niles,eng ENG,MFDF,Arsenal,24-038,1997,1.4,0,1,0,0.0,0.74,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
231,Sadio Mané\Sadio-Mane,sn SEN,FW,Liverpool,29-179,1992,7.0,4,27,8,29.6,3.86,1.14,0.15,0.50,11.7,0,0,0,5.0,5.0,0.19,-1.0,-1.0,Matches
232,Javier Manquillo\Javier-Manquillo,es ESP,DF,Newcastle Utd,27-154,1994,3.5,1,1,1,100.0,0.29,0.29,1.00,1.00,10.6,0,0,0,0.4,0.4,0.40,+0.6,+0.6,Matches
233,Fernando Marçal\Fernando-Marcal,br BRA,DF,Wolves,32-229,1989,6.8,0,4,0,0.0,0.59,0.00,0.00,,20.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
234,Solly March\Solly-March,eng ENG,DFMF,Brighton,27-078,1994,2.9,0,3,3,100.0,1.05,1.05,0.00,0.00,20.4,1,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
235,Pablo Marí\Pablo-Mari,es ESP,DF,Arsenal,28-036,1993,2.0,0,1,0,0.0,0.50,0.00,0.00,,4.1,0,0,0,0.3,0.3,0.31,-0.3,-0.3,Matches
236,Anthony Martial\Anthony-Martial,fr FRA,FW,Manchester Utd,25-305,1995,1.7,1,4,2,50.0,2.32,1.16,0.25,0.50,11.8,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
237,Martinelli\Martinelli,br BRA,FW,Arsenal,20-110,2001,1.6,0,1,0,0.0,0.61,0.00,0.00,,5.0,0,0,0,0.1,0.1,0.13,-0.1,-0.1,Matches
238,Emiliano Martínez\Emiliano-Martinez,ar ARG,GK,Aston Villa,29-034,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
239,Adam Masina\Adam-Masina,ma MAR,DF,Watford,27-277,1994,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
240,Jean-Philippe Mateta\Jean-Philippe-Mateta,fr FRA,FW,Crystal Palace,24-100,1997,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
241,Nemanja Matić\Nemanja-Matic,rs SRB,MF,Manchester Utd,33-066,1988,2.2,0,3,1,33.3,1.35,0.45,0.00,0.00,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
242,Joël Matip\Joel-Matip,cm CMR,DF,Liverpool,30-059,1991,6.0,0,8,0,0.0,1.33,0.00,0.00,,6.6,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
243,Neal Maupay\Neal-Maupay,fr FRA,FW,Brighton,25-053,1996,6.5,4,14,4,28.6,2.15,0.62,0.21,0.75,17.7,0,1,1,2.6,1.8,0.13,+1.4,+1.2,Matches
244,Bryan Mbeumo\Bryan-Mbeumo,fr FRA,FW,Brentford,22-060,1999,6.6,2,17,3,17.6,2.59,0.46,0.12,0.67,15.3,2,0,0,3.3,3.3,0.20,-1.3,-1.3,Matches
245,James McArthur\James-McArthur,sct SCO,MF,Crystal Palace,33-364,1987,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
246,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,31-307,1989,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
247,John McGinn\John-McGinn,sct SCO,MF,Aston Villa,26-353,1994,5.4,1,10,2,20.0,1.84,0.37,0.10,0.50,23.3,0,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
248,Kenny McLean\Kenny-McLean,sct SCO,MF,Norwich City,29-271,1992,5.5,0,11,2,18.2,2.00,0.36,0.00,0.00,19.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
249,Dwight McNeil\Dwight-McNeil,eng ENG,MF,Burnley,21-318,1999,6.8,0,11,6,54.5,1.61,0.88,0.00,0.00,25.0,1,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
250,Scott McTominay\Scott-McTominay,sct SCO,MF,Manchester Utd,24-302,1996,3.8,0,4,0,0.0,1.05,0.00,0.00,,15.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
251,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,32-013,1989,6.0,1,7,1,14.3,1.17,0.17,0.14,1.00,7.0,0,0,0,0.7,0.7,0.10,+0.3,+0.3,Matches
252,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,27-081,1994,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
253,Edouard Mendy\Edouard-Mendy,sn SEN,GK,Chelsea,29-219,1992,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
254,Illan Meslier\Illan-Meslier,fr FRA,GK,Leeds United,21-218,2000,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
255,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,30-182,1991,2.1,0,2,0,0.0,0.97,0.00,0.00,,28.1,1,0,0,0.0,0.0,0.02,0.0,0.0,Matches
256,James Milner\James-Milner,eng ENG,DFMF,Liverpool,35-275,1986,2.9,0,1,0,0.0,0.35,0.00,0.00,,15.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
257,Yerry Mina\Yerry-Mina,co COL,DF,Everton,27-013,1994,5.1,0,2,1,50.0,0.39,0.20,0.00,0.00,9.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
258,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Aston Villa,28-207,1993,6.0,0,5,2,40.0,0.83,0.33,0.00,0.00,12.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
259,Tyrick Mitchell\Tyrick-Mitchell,eng ENG,DF,Crystal Palace,22-035,1999,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
260,Jakub Moder\Jakub-Moder,pl POL,MFDF,Brighton,22-182,1999,3.0,0,4,1,25.0,1.33,0.33,0.00,0.00,20.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
261,Wesley Moraes\Wesley-Moraes,br BRA,FW,Aston Villa,24-314,1996,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
262,Mason Mount\Mason-Mount,eng ENG,MFFW,Chelsea,22-269,1999,3.7,0,10,3,30.0,2.71,0.81,0.00,0.00,19.7,2,0,0,1.1,1.1,0.11,-1.1,-1.1,Matches
263,Lucas Moura\Lucas-Moura,br BRA,FW,Tottenham,29-054,1992,5.0,0,10,3,30.0,2.01,0.60,0.00,0.00,17.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
264,João Moutinho\Joao-Moutinho,pt POR,MF,Wolves,35-028,1986,6.5,0,5,1,20.0,0.77,0.15,0.00,0.00,23.1,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
265,Bali Mumba\Bali-Mumba,eng ENG,DF,Norwich City,19-363,2001,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
266,Jacob Murphy\Jacob-Murphy,eng ENG,DF,Newcastle Utd,26-224,1995,3.5,1,7,4,57.1,1.98,1.13,0.14,0.25,23.5,1,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
267,Enock Mwepu\Enock-Mwepu,zm ZAM,MF,Brighton,23-278,1998,1.0,0,1,0,0.0,0.97,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
268,Marvelous Nakamba\Marvelous-Nakamba,zw ZIM,MF,Aston Villa,27-260,1994,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
269,Wilfred Ndidi\Wilfred-Ndidi,ng NGA,MF,Leicester City,24-294,1996,6.0,0,3,0,0.0,0.50,0.00,0.00,,14.3,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
270,Tanguy Ndombele\Tanguy-Ndombele,fr FRA,MF,Tottenham,24-282,1996,2.3,0,2,1,50.0,0.88,0.44,0.00,0.00,19.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
271,Reiss Nelson\Reiss-Nelson,eng ENG,FW,Arsenal,21-300,1999,0.2,0,1,0,0.0,4.50,0.00,0.00,,18.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
272,Rúben Neves\Ruben-Neves,pt POR,MF,Wolves,24-207,1997,6.0,0,10,2,20.0,1.66,0.33,0.00,0.00,27.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
273,Jeremy Ngakia\Jeremy-Ngakia,eng ENG,DF,Watford,21-029,2000,2.1,0,1,0,0.0,0.48,0.00,0.00,,26.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
274,Saúl Ñíguez\Saul-Niguez,es ESP,MF,Chelsea,26-319,1994,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
275,Mark Noble\Mark-Noble,eng ENG,FW,West Ham,34-151,1987,0.0,0,0,0,,0.00,0.00,,,,0,0,1,0.8,0.0,,-0.8,0.0,Matches
276,Mathias Normann\Mathias-Normann,no NOR,MF,Norwich City,25-131,1996,2.5,0,7,4,57.1,2.78,1.59,0.00,0.00,28.1,4,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
277,Christian Nørgaard\Christian-Norgaard,dk DEN,MF,Brentford,27-210,1994,6.9,1,2,1,50.0,0.29,0.15,0.50,1.00,3.0,0,0,0,0.7,0.7,0.34,+0.3,+0.3,Matches
278,Angelo Ogbonna\Angelo-Ogbonna,it ITA,DF,West Ham,33-136,1988,7.0,0,1,0,0.0,0.14,0.00,0.00,,18.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
279,Michael Olise\Michael-Olise,fr FRA,FWMF,Crystal Palace,19-298,2001,0.6,1,3,1,33.3,5.19,1.73,0.33,1.00,12.0,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
280,Andrew Omobamidele\Andrew-Omobamidele,ie IRL,DF,Norwich City,19-105,2002,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
281,Frank Onyeka\Frank-Onyeka,ng NGA,MF,Brentford,23-278,1998,3.7,0,6,1,16.7,1.61,0.27,0.00,0.00,16.6,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
282,Divock Origi\Divock-Origi,be BEL,FW,Liverpool,26-171,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
283,Alex Oxlade-Chamberlain\Alex-Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,28-052,1993,0.8,0,2,0,0.0,2.61,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
284,Cole Palmer\Cole-Palmer,eng ENG,MF,Manchester City,19-153,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
285,Emerson Palmieri\Emerson-Palmieri,it ITA,DF,Chelsea,27-064,1994,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
286,Thomas Partey\Thomas-Partey,gh GHA,MF,Arsenal,28-115,1993,3.1,0,9,1,11.1,2.86,0.32,0.00,0.00,24.6,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
287,João Pedro\Joao-Pedro,br BRA,MFFW,Watford,20-010,2001,0.7,0,1,0,0.0,1.53,0.00,0.00,,24.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
288,Nicolas Pépé\Nicolas-Pepe,ci CIV,FWMF,Arsenal,26-130,1995,4.3,0,14,4,28.6,3.25,0.93,0.00,0.00,15.0,2,0,0,1.9,1.9,0.14,-1.9,-1.9,Matches
289,Ricardo Pereira\Ricardo-Pereira,pt POR,DF,Leicester City,28-000,1993,3.6,0,1,0,0.0,0.28,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
290,Ayoze Pérez\Ayoze-Perez,es ESP,FWMF,Leicester City,28-075,1993,1.1,0,1,0,0.0,0.90,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
291,Romain Perraud\Romain-Perraud,fr FRA,DF,Southampton,24-014,1997,2.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
292,Kalvin Phillips\Kalvin-Phillips,eng ENG,MF,Leeds United,25-308,1995,6.0,0,5,0,0.0,0.83,0.00,0.00,,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
293,Jaden Philogene Bidace\Jaden-Philogene-Bidace,eng ENG,FW,Aston Villa,19-141,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
294,Jordan Pickford\Jordan-Pickford,eng ENG,GK,Everton,27-213,1994,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
295,Erik Pieters\Erik-Pieters,nl NED,MF,Burnley,33-060,1988,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
296,Ethan Pinnock\Ethan-Pinnock,jm JAM,DF,Brentford,28-130,1993,6.5,1,4,2,50.0,0.62,0.31,0.25,0.50,8.6,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
297,Daniel Podence\Daniel-Podence,pt POR,FWMF,Wolves,25-350,1995,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
298,Paul Pogba\Paul-Pogba,fr FRA,FWMF,Manchester Utd,28-205,1993,5.9,0,17,3,17.6,2.90,0.51,0.00,0.00,16.9,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
299,Nick Pope\Nick-Pope,eng ENG,GK,Burnley,29-170,1992,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
300,Teemu Pukki\Teemu-Pukki,fi FIN,FW,Norwich City,31-191,1990,6.4,2,11,3,27.3,1.73,0.47,0.09,0.33,14.9,0,1,1,1.9,1.1,0.10,+0.1,-0.1,Matches
301,Christian Pulisic\Christian-Pulisic,us USA,MF,Chelsea,23-018,1998,0.9,1,2,2,100.0,2.22,2.22,0.50,0.50,8.7,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
302,Jesuran Rak Sakyi\Jesuran-Rak-Sakyi,eng ENG,MF,Crystal Palace,19-001,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
303,Aaron Ramsdale\Aaron-Ramsdale,eng ENG,GK,Arsenal,23-145,1998,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
304,Jacob Ramsey\Jacob-Ramsey,eng ENG,MF,Aston Villa,20-131,2001,4.8,0,9,1,11.1,1.87,0.21,0.00,0.00,21.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
305,Milot Rashica\Milot-Rashica,xk KVX,FWMF,Norwich City,25-100,1996,4.4,0,5,1,20.0,1.13,0.23,0.00,0.00,16.2,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
306,David Raya\David-Raya,es ESP,GK,Brentford,26-021,1995,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
307,Nathan Redmond\Nathan-Redmond,eng ENG,MFFW,Southampton,27-214,1994,4.1,0,5,0,0.0,1.22,0.00,0.00,,18.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
308,Sergio Reguilón\Sergio-Reguilon,es ESP,DF,Tottenham,24-294,1996,7.0,0,1,0,0.0,0.14,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
309,Declan Rice\Declan-Rice,eng ENG,MF,West Ham,22-265,1999,7.0,0,3,0,0.0,0.43,0.00,0.00,,24.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
310,Taylor Richards\Taylor-Richards,eng ENG,MF,Brighton,20-306,2000,0.2,0,1,0,0.0,5.00,0.00,0.00,,24.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
311,Richarlison\Richarlison,br BRA,MFFW,Everton,24-149,1997,3.9,1,9,1,11.1,2.33,0.26,0.11,1.00,17.0,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
312,Jaïro Riedewald\Jairo-Riedewald,nl NED,MF,Crystal Palace,25-027,1996,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
313,Matt Ritchie\Matt-Ritchie,sct SCO,DF,Newcastle Utd,32-026,1989,7.0,0,7,1,14.3,1.00,0.14,0.00,0.00,22.6,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
314,Tyler Roberts\Tyler-Roberts,wls WAL,MF,Leeds United,22-267,1999,1.9,0,5,1,20.0,2.60,0.52,0.00,0.00,14.4,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
315,Andrew Robertson\Andrew-Robertson,sct SCO,DF,Liverpool,27-209,1994,3.9,0,2,1,50.0,0.51,0.25,0.00,0.00,21.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
316,Joe Rodon\Joe-Rodon,wls WAL,DF,Tottenham,23-349,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
317,Rodri\Rodri,es ESP,MF,Manchester City,25-106,1996,5.0,1,6,1,16.7,1.20,0.20,0.17,1.00,24.6,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
318,Rodrigo\Rodrigo,es ESP,MFFW,Leeds United,30-214,1991,4.8,0,9,4,44.4,1.87,0.83,0.00,0.00,17.6,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
319,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,32-069,1989,1.7,0,8,2,25.0,4.65,1.16,0.00,0.00,13.5,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
320,Mads Roerslev\Mads-Roerslev,dk DEN,DF,Brentford,22-104,1999,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
321,Cristian Romero\Cristian-Romero,ar ARG,DF,Tottenham,23-162,1998,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
322,Oriol Romeu\Oriol-Romeu,es ESP,MFDF,Southampton,30-012,1991,6.4,0,3,0,0.0,0.47,0.00,0.00,,22.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
323,Cristiano Ronaldo\Cristiano-Ronaldo,pt POR,FW,Manchester Utd,36-243,1985,3.4,3,18,7,38.9,5.33,2.07,0.17,0.43,14.1,1,0,0,2.8,2.8,0.17,+0.2,+0.2,Matches
324,Salomón Rondón\Salomon-Rondon,ve VEN,FW,Everton,32-020,1989,2.8,0,4,0,0.0,1.43,0.00,0.00,,7.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
325,Danny Rose\Danny-Rose,eng ENG,DF,Watford,31-096,1990,4.0,0,1,0,0.0,0.25,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
326,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,28-217,1993,7.0,1,6,2,33.3,0.86,0.29,0.17,0.50,20.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
327,Lukas Rupp\Lukas-Rupp,de GER,MF,Norwich City,30-271,1991,2.7,0,6,0,0.0,2.22,0.00,0.00,,22.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
328,José Sá\Jose-Sa,pt POR,GK,Wolves,28-262,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
329,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,FW,Newcastle Utd,24-208,1997,7.0,2,14,6,42.9,2.00,0.86,0.14,0.33,19.7,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
330,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,31-194,1990,6.4,0,5,3,60.0,0.78,0.47,0.00,0.00,12.1,0,0,0,0.8,0.8,0.17,-0.8,-0.8,Matches
331,Bukayo Saka\Bukayo-Saka,eng ENG,FWMF,Arsenal,20-031,2001,5.5,1,12,4,33.3,2.20,0.73,0.08,0.25,15.0,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
332,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,29-113,1992,7.0,6,27,12,44.4,3.86,1.71,0.19,0.42,15.3,1,1,1,4.2,3.5,0.13,+1.8,+1.5,Matches
333,Mohammed Salisu\Mohammed-Salisu,gh GHA,DF,Southampton,22-172,1999,6.6,0,2,1,50.0,0.30,0.15,0.00,0.00,14.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
334,Albert Sambi Lokonga\Albert-Sambi-Lokonga,be BEL,MF,Arsenal,21-349,1999,4.1,0,6,2,33.3,1.46,0.49,0.00,0.00,27.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
335,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,25-116,1996,4.1,0,3,0,0.0,0.73,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
336,Robert Sánchez\Robert-Sanchez,es ESP,GK,Brighton,23-322,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
337,Jadon Sancho\Jadon-Sancho,eng ENG,FW,Manchester Utd,21-195,2000,2.6,0,3,1,33.3,1.14,0.38,0.00,0.00,15.5,0,0,0,0.5,0.5,0.16,-0.5,-0.5,Matches
338,Josh Sargent\Josh-Sargent,us USA,FW,Norwich City,21-228,2000,3.3,0,4,0,0.0,1.22,0.00,0.00,,15.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
339,Ismaila Sarr\Ismaila-Sarr,sn SEN,MFFW,Watford,23-223,1998,7.0,4,17,10,58.8,2.43,1.43,0.24,0.40,16.1,0,0,0,2.0,2.0,0.12,+2.0,+2.0,Matches
340,Fabian Schär\Fabian-Schar,ch SUI,DF,Newcastle Utd,29-290,1991,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
341,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFFW,Crystal Palace,28-287,1992,1.7,1,5,1,20.0,2.98,0.60,0.20,1.00,9.6,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
342,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,34-335,1986,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
343,Ken Sema\Ken-Sema,se SWE,MFFW,Watford,28-006,1993,2.7,0,1,0,0.0,0.37,0.00,0.00,,17.7,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
344,Nélson Semedo\Nelson-Semedo,pt POR,DF,Wolves,27-324,1993,5.9,0,7,2,28.6,1.20,0.34,0.00,0.00,19.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
345,Jamie Shackleton\Jamie-Shackleton,eng ENG,DF,Leeds United,21-363,1999,2.6,0,3,1,33.3,1.13,0.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
346,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,26-086,1995,6.4,0,2,1,50.0,0.31,0.16,0.00,0.00,22.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
347,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,29-221,1992,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
348,Francisco Sierralta\Francisco-Sierralta,cl CHI,DF,Watford,24-153,1997,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
349,Bernardo Silva\Bernardo-Silva,pt POR,MF,Manchester City,27-057,1994,5.4,1,5,3,60.0,0.92,0.55,0.20,0.33,12.6,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
350,Fábio Silva\Fabio-Silva,pt POR,DFMF,Wolves,19-079,2002,0.2,0,1,1,100.0,4.29,4.29,0.00,0.00,10.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
